"    
                            大中名人錄管理委員會
                            
                        ","
電話  07-3484-030
                    
                        地址  高雄市左營區大中二路428號
                    
                        瀏覽  230
                        
"
"    
                            大世界小倆口管理委員會
                            
                        ","
電話  07-3804-097
                    
                        地址  高雄市三民區褒揚街339號
                    
                        瀏覽  498
                        
"
"    
                            夢萊茵河畔名流大廈管理委員會
                            
                        ","
電話  07-2720-988
                    
                        地址  高雄市前金區河東路176號6樓
                    
                        瀏覽  723
                        
"
"    
                            夢幻島寧靜海大搡瑊z委員會
                            
                        ","
電話  07-3865-369
                    
                        地址  高雄市三民區臥龍路54巷52號
                    
                        瀏覽  243
                        
"
"    
                            夢公園大廈管理委員會
                            
                        ","
電話  07-3863-961
                    
                        地址  高雄市三民區興隆街62號
                    
                        瀏覽  514
                        
"
"    
                            夏都─大廈管理委員會
                            
                        ","
電話  07-5509-198
                    
                        地址  高雄市左營區安吉街218號管理室
                    
                        瀏覽  486
                        
"
"    
                            夏綠通Ａ區大樓管理委員會
                            
                        ","
電話  07-3609-689
                    
                        地址  高雄市楠梓區榮新街23號
                    
                        瀏覽  388
                        
"
"    
                            夏樹靜子管理委員會
                            
                        ","
電話  07-3812-699
                    
                        地址  高雄市三民區黃興路211號
                    
                        瀏覽  350
                        
"
"    
                            夏安居大廈管理委員會
                            
                        ","
電話  07-2243-915
                    
                        地址  高雄市苓雅區泰順街1號1樓
                    
                        瀏覽  367
                        
"
"    
                            夏儂堡社區管理委員會
                            
                        ","
電話  07-3488-564
                    
                        地址  高雄市左營區民族一路901巷26弄32號
                    
                        瀏覽  350
                        
"
"    
                            壯觀羅馬大樓帝王區管理委員會
                            
                        ","
電話  07-3551-130
                    
                        地址  高雄市楠梓區楠盛街106號
                    
                        瀏覽  318
                        
"
"    
                            壯觀羅馬大廈管理委員會
                            
                        ","
電話  07-3555-790
                    
                        地址  高雄市楠梓區楠盛街105號
                    
                        瀏覽  234
                        
"
"    
                            堅山綠四季大廈管理委員會
                            
                        ","
電話  07-3423-179
                    
                        地址  高雄市左營區民族一路1028號之6
                    
                        瀏覽  201
                        
"
"    
                            堅山大世紀大廈管理委員會
                            
                        ","
電話  07-5555-091
                    
                        地址  高雄市鼓山區南屏路849號
                    
                        瀏覽  366
                        
"
"    
                            城揚大樓管理委員會
                            
                        ","
電話  07-3339-489
                    
                        地址  高雄市苓雅區仁德街26號
                    
                        瀏覽  375
                        
"
"    
                            城市之翼大樓管理委員會
                            
                        ","
電話  07-3476-128
                    
                        地址  高雄市三民區鼎中路762巷39號1樓
                    
                        瀏覽  391
                        
"
"    
                            坤榮世家大樓管理委員會
                            
                        ","
電話  07-3960-484
                    
                        地址  高雄市三民區大豐二路353號
                    
                        瀏覽  312
                        
"
"    
                            圓滿人生管理委員會
                            
                        ","
電話  07-5561-148
                    
                        地址  高雄市左營區維新街142號
                    
                        瀏覽  280
                        
"
"    
                            圓山花鄉第三，五代聯合社區管理委員會
                            
                        ","
電話  07-3709-697
                    
                        地址  高雄市鳥松區和盛東街16巷1號旁警衛室
                    
                        瀏覽  555
                        
"
"    
                            圓山緣管理委會
                            
                        ","
電話  07-3858-398
                    
                        地址  高雄市陽明段二小段58號(清興街14號旁)
                    
                        瀏覽  107
                        
"
"    
                            圓山廈管理委員會
                            
                        ","
電話  07-3895-279
                    
                        地址  高雄市三民區澄和路151號
                    
                        瀏覽  436
                        
"
"    
                            圓夢大廈管理委員會
                            
                        ","
電話  07-7234-780
                    
                        地址  高雄市苓雅區建民路171號
                    
                        瀏覽  343
                        
"
"    
                            圓園緣大廈管理委員會
                            
                        ","
電話  07-3653-560
                    
                        地址  高雄市楠梓區壽民路222號
                    
                        瀏覽  221
                        
"
"    
                            園鄉園大樓管理委員會
                            
                        ","
電話  07-3892-713
                    
                        地址  高雄市三民區義永路68巷8號
                    
                        瀏覽  278
                        
"
"    
                            園滿如邑大樓大管理委員會
                            
                        ","
電話  07-5580-489
                    
                        地址  高雄市左營區忠貞街65號
                    
                        瀏覽  384
                        
"
"    
                            園中園大廈管理委員會
                            
                        ","
電話  07-3959-104
                    
                        地址  高雄市三民區黃興路105號
                    
                        瀏覽  454
                        
"
"    
                            國際金融大樓管理委員會
                            
                        ","
電話  07-3321-195
                    
                        地址  高雄市前鎮區一心二路128號1樓
                    
                        瀏覽  181
                        
"
"    
                            國際經貿大樓管理負責人
                            
                        ","
電話  07-2413-796
                    
                        地址  高雄市前金區五福三路80號
                    
                        瀏覽  178
                        
"
"    
                            國際港埠商務中心大樓管理委員會
                            
                        ","
電話  07-3345-451
                    
                        地址  高雄市苓雅區四維四路199號
                    
                        瀏覽  391
                        
"
"    
                            國際別墅管理委員會
                            
                        ","
電話  07-3663-457
                    
                        地址  高雄市楠梓區北昌街95號
                    
                        瀏覽  103
                        
"
"    
                            國賓財經大樓管理委員會
                            
                        ","
電話  07-2152-657
                    
                        地址  高雄市前金區市中一路167號
                    
                        瀏覽  290
                        
"
"    
                            國賓狀元名廈管理委員會
                            
                        ","
電話  07-2415-513
                    
                        地址  高雄市前金區中華三路67號
                    
                        瀏覽  340
                        
"
"    
                            國賓山水大廈管理委員會
                            
                        ","
電話  07-2014-248
                    
                        地址  高雄市前金區河東路165號1樓
                    
                        瀏覽  235
                        
"
"    
                            國賓家祉華廈管理委員會
                            
                        ","
電話  07-2111-262
                    
                        地址  高雄市前金區河東路2號1樓
                    
                        瀏覽  444
                        
"
"    
                            國賓名廈管理委員會
                            
                        ","
電話  07-2150-027
                    
                        地址  高雄市前金區民生二路205號
                    
                        瀏覽  182
                        
"
"    
                            國產大統名人世界社區管理委員會(警衛室)
                            
                        ","
電話  07-3327-941
                    
                        地址  高雄市苓雅區仁智街76號
                    
                        瀏覽  431
                        
"
"    
                            國瓏鶴岡公寓大廈管理委員會
                            
                        ","
電話  07-3907-829
                    
                        地址  高雄市三民區皓東路76巷20號
                    
                        瀏覽  405
                        
"
"    
                            國瓏花園廣場公寓大廈管理委員會
                            
                        ","
電話  07-3427-111
                    
                        地址  高雄市三民區鼎力路48號
                    
                        瀏覽  296
                        
"
"    
                            國王花園廣場管理委員會
                            
                        ","
電話  07-3828-959
                    
                        地址  高雄市三民區鼎華路163號
                    
                        瀏覽  303
                        
"
"    
                            國海華廈管理委員會
                            
                        ","
電話  07-8026-643
                    
                        地址  高雄市小港區大業北路372號2樓
                    
                        瀏覽  111
                        
"
"    
                            國海華廈管理委員會
                            
                        ","
電話  07-8064-048
                    
                        地址  高雄市小港區大業北路374號
                    
                        瀏覽  88
                        
"
"    
                            國泰林森大廈管理中心
                            
                        ","
電話  07-3354-234
                    
                        地址  高雄市前鎮區林森三路192巷1號
                    
                        瀏覽  160
                        
"
"    
                            國泰中正廣場大廈管理委員會
                            
                        ","
電話  07-7224-376
                    
                        地址  高雄市苓雅區林德街37號
                    
                        瀏覽  212
                        
"
"    
                            國揚大學大廈管理委員會
                            
                        ","
電話  07-3800-402
                    
                        地址  高雄市三民區寶興路82號之1
                    
                        瀏覽  385
                        
"
"    
                            國慶大樓管理委員會
                            
                        ","
電話  07-2011-501
                    
                        地址  高雄市新興區復興一路49號1樓
                    
                        瀏覽  449
                        
"
"    
                            國寶天下第一代管理委員會
                            
                        ","
電話  07-5563-964
                    
                        地址  高雄市左營區安吉街421號
                    
                        瀏覽  805
                        
"
"    
                            國家音樂廳大廈管理委員會
                            
                        ","
電話  07-3414-953
                    
                        地址  高雄市三民區明誠二路118號之1,2樓
                    
                        瀏覽  346
                        
"
"    
                            國家藝術廣場管理委員會
                            
                        ","
電話  07-3334-370
                    
                        地址  高雄市前鎮區長江街92號
                    
                        瀏覽  198
                        
"
"    
                            國家藝術廣場管理委員會
                            
                        ","
電話  07-3346-012
                    
                        地址  高雄市前鎮區民權二路380號
                    
                        瀏覽  214
                        
"
"    
                            國家美術館管理委員會
                            
                        ","
電話  07-5546-590
                    
                        地址  高雄市鼓山區美術南三路221號管理室
                    
                        瀏覽  775
                        
"
"    
                            國家盛宴社區管理委員會
                            
                        ","
電話  07-3955-810
                    
                        地址  高雄市三民區褒忠街156號1樓
                    
                        瀏覽  687
                        
"
"    
                            國家時代廣場管理委員會
                            
                        ","
電話  07-7258-391
                    
                        地址  高雄市前鎮區二聖一路288號
                    
                        瀏覽  228
                        
"
"    
                            國家四維新廈管理中心
                            
                        ","
電話  07-3344-286
                    
                        地址  高雄市苓雅區四維三路198號之5,1樓
                    
                        瀏覽  402
                        
"
"    
                            國家公園大亨管理委員會
                            
                        ","
電話  07-3800-912
                    
                        地址  高雄市三民區正興路17號
                    
                        瀏覽  687
                        
"
"    
                            國家世貿大樓管理委員會
                            
                        ","
電話  07-5224-746
                    
                        地址  高雄市鼓山區中華一路2111號
                    
                        瀏覽  363
                        
"
"    
                            國家一品大廈管理中心
                            
                        ","
電話  07-7238-418
                    
                        地址  高雄市苓雅區四維二路94號之15
                    
                        瀏覽  520
                        
"
"    
                            嘉品公寓大廈管理維護股份有限公司
                            
                        ","
電話  07-7216-486
                    
                        地址  高雄市前鎮區廉江街49號4樓之1
                    
                        瀏覽  181
                        
"
"    
                            嘉品公寓大廈管理維護股份有限公司
                            
                        ","
電話  07-7240-411
                    
                        地址  高雄市新興區廉江街49號4樓之1
                    
                        瀏覽  150
                        
"
"    
                            喜悅大樓管理委員會
                            
                        ","
電話  07-3432-319
                    
                        地址  高雄市左營區文學路673號1樓
                    
                        瀏覽  284
                        
"
"    
                            喜年來大廈管理委員會
                            
                        ","
電話  07-2220-546
                    
                        地址  高雄市苓雅區和平一路292號1樓
                    
                        瀏覽  457
                        
"
"    
                            啟安美國大廈管理委員會
                            
                        ","
電話  07-3925-200
                    
                        地址  高雄市三民區德山街35巷6號之20
                    
                        瀏覽  327
                        
"
"    
                            啟安大樓管理委員會
                            
                        ","
電話  07-2158-989
                    
                        地址  高雄市新興區中山二路472號1樓
                    
                        瀏覽  350
                        
"
"    
                            唐榮中華大樓管理委員會
                            
                        ","
電話  07-3393-209
                    
                        地址  高雄市苓雅區中華四路53號1樓
                    
                        瀏覽  428
                        
"
"    
                            唐寧街大廈管理委員會
                            
                        ","
電話  07-2235-376
                    
                        地址  高雄市新興區尚信街43號
                    
                        瀏覽  440
                        
"
"    
                            哲仙大樓管理委員會
                            
                        ","
電話  07-2864-454
                    
                        地址  高雄市新興區六合二路56號
                    
                        瀏覽  402
                        
"
"    
                            哈瑪星大樓管理委員會
                            
                        ","
電話  07-5617-797
                    
                        地址  高雄市鼓山區鼓波街52號之1
                    
                        瀏覽  218
                        
"
"    
                            哈佛大樓管理委員會
                            
                        ","
電話  07-3490-245
                    
                        地址  高雄市左營區政德路430號1樓
                    
                        瀏覽  183
                        
"
"    
                            哈佛大廈管理委員會
                            
                        ","
電話  07-5547-157
                    
                        地址  高雄市鼓山區裕誠路2126號管理室
                    
                        瀏覽  229
                        
"
"    
                            哈佛大廈管理委員會
                            
                        ","
電話  07-2850-858
                    
                        地址  高雄市三民區繼光街21號
                    
                        瀏覽  314
                        
"
"    
                            和盛麗晶大樓管理委員會
                            
                        ","
電話  07-2861-145
                    
                        地址  高雄市前金區中正四路118號
                    
                        瀏覽  248
                        
"
"    
                            和盛凱撒大樓管理委員會
                            
                        ","
電話  07-2370-106
                    
                        地址  高雄市新興區七賢一路216號
                    
                        瀏覽  235
                        
"
"    
                            和楓大廈管理委員會
                            
                        ","
電話  07-5509-043
                    
                        地址  高雄市左營區博愛二路580號
                    
                        瀏覽  348
                        
"
"    
                            和春公寓大廈管理維護有限公司
                            
                        ","
電話  07-3803-022
                    
                        地址  高雄市三民區建興路370號
                    
                        瀏覽  213
                        
"
"    
                            和平賞大廈
                            
                        ","
電話  07-7169-333
                    
                        地址  高雄市苓雅區和平一路76號
                    
                        瀏覽  339
                        
"
"    
                            和市壁大廈管理委員會
                            
                        ","
電話  07-3842-381
                    
                        地址  高雄市三民區鼎華路183號
                    
                        瀏覽  311
                        
"
"    
                            向陽門第管理委員會
                            
                        ","
電話  07-7613-074
                    
                        地址  高雄市前鎮區崗山中街277號
                    
                        瀏覽  221
                        
"
"    
                            向陽翠庭管理委員會
                            
                        ","
電話  07-3986-309
                    
                        地址  高雄市三民區義德路53號
                    
                        瀏覽  355
                        
"
"    
                            向日葵麗樓大廈
                            
                        ","
電話  07-5521-681
                    
                        地址  高雄市左營區南屏路316號
                    
                        瀏覽  159
                        
"
"    
                            向日葵向陽樓大廈管理委員會
                            
                        ","
電話  07-5521-690
                    
                        地址  高雄市左營區南屏路307號
                    
                        瀏覽  192
                        
"
"    
                            名門天下大廈管理委員會
                            
                        ","
電話  07-3354-615
                    
                        地址  高雄市苓雅區四維四路170號之3
                    
                        瀏覽  419
                        
"
"    
                            名流綠卡大搹u望相助委員會
                            
                        ","
電話  07-3636-498
                    
                        地址  高雄市楠梓區德民路384號
                    
                        瀏覽  197
                        
"
"    
                            名流生活家社區管理委員會
                            
                        ","
電話  07-3615-332
                    
                        地址  高雄市楠梓區壽豐路407號
                    
                        瀏覽  559
                        
"
"    
                            名流大廈管理委員會
                            
                        ","
電話  07-5316-773
                    
                        地址  高雄市鼓山區鼓山一路127巷2號之1,1樓
                    
                        瀏覽  382
                        
"
"    
                            名流大廈大樓管理委員會
                            
                        ","
電話  07-3610-826
                    
                        地址  高雄市楠梓區德民路50號
                    
                        瀏覽  581
                        
"
"    
                            名揚大廈住戶管理委員會
                            
                        ","
電話  07-2112-407
                    
                        地址  高雄市新興區復興一路19號1樓之1
                    
                        瀏覽  233
                        
"
"    
                            名帥大廈管理委員會
                            
                        ","
電話  07-5315-279
                    
                        地址  高雄市鹽埕區富野路50號
                    
                        瀏覽  313
                        
"
"    
                            名人香榭管理委員會
                            
                        ","
電話  07-3654-993
                    
                        地址  高雄市楠梓區壽豐路301號
                    
                        瀏覽  157
                        
"
"    
                            名人新巷新銳樓管理委員會
                            
                        ","
電話  07-3362-609
                    
                        地址  高雄市苓雅區林富街8號
                    
                        瀏覽  282
                        
"
"    
                            名人大廈管理委員會
                            
                        ","
電話  07-2261-829
                    
                        地址  高雄市新興區復興一路20號1樓
                    
                        瀏覽  133
                        
"
"    
                            名人大廈管理委員會
                            
                        ","
電話  07-2261-824
                    
                        地址  高雄市新興區復興一路26號1樓
                    
                        瀏覽  210
                        
"
"    
                            吉祥社區公寓大廈管理委員會
                            
                        ","
電話  07-8135-440
                    
                        地址  高雄市小港區平和五路2號
                    
                        瀏覽  186
                        
"
"    
                            吉利國大樓管理委員會
                            
                        ","
電話  07-5543-529
                    
                        地址  高雄市鼓山區裕誠路1503號之9
                    
                        瀏覽  301
                        
"
"    
                            吉利國公寓大廈管理委員會
                            
                        ","
電話  07-5542-731
                    
                        地址  高雄市鼓山區裕誠路1503號
                    
                        瀏覽  200
                        
"
"    
                            合群新城義區管理委員會
                            
                        ","
電話  07-5852-922
                    
                        地址  高雄市左營區海景街308號
                    
                        瀏覽  481
                        
"
"    
                            合群新城孝區管理委員會
                            
                        ","
電話  07-5857-417
                    
                        地址  高雄市左營區緯六路250號1樓
                    
                        瀏覽  1143
                        
"
"    
                            合群新城和區管理委員會
                            
                        ","
電話  07-5857-210
                    
                        地址  高雄市左營區緯九路217號
                    
                        瀏覽  597
                        
"
"    
                            劍橋大樓管理委員會
                            
                        ","
電話  07-3470-458
                    
                        地址  高雄市左營區重治路67號
                    
                        瀏覽  508
                        
"
"    
                            台鳳帝門大樓管理委員會
                            
                        ","
電話  07-2691-457
                    
                        地址  高雄市苓雅區成功一路232號4樓之7
                    
                        瀏覽  489
                        
"
"    
                            台鳳帝門大樓管理委員會
                            
                        ","
電話  07-3300-897
                    
                        地址  高雄市苓雅區成功一路234號
                    
                        瀏覽  267
                        
"
"    
                            台糖加昌二期大樓住戶管理委員會
                            
                        ","
電話  07-3630-705
                    
                        地址  高雄市楠梓區秀群路863號
                    
                        瀏覽  800
                        
"
"    
                            台灣領袖企業大樓管理委員會
                            
                        ","
電話  07-3381-914
                    
                        地址  高雄市苓雅區海邊路31號
                    
                        瀏覽  913
                        
"
"    
                            臺灣土地銀行高雄博愛大樓管理負責人
                            
                        ","
電話  07-3128-738
                    
                        地址  高雄市三民區博愛一路300號
                    
                        瀏覽  627
                        
"
"    
                            國王城堡社區管理委員會
                            
                        ","
電話  07-5536-369
                    
                        地址  高雄市鼓山區龍德路289號
                    
                        瀏覽  984
                        
"
"    
                            齊家公寓大廈管理維護有限公司
                            
                        ","
電話  07-2225-600
                    
                        地址  高雄市苓雅區中正二路18號10樓
                    
                        瀏覽  196
                        
"
"    
                            可達人生大樓管理委員會
                            
                        ","
電話  07-3422-058
                    
                        地址  高雄市左營區立大路383號
                    
                        瀏覽  123
                        
"
"    
                            印象巴黎社區管理委員會
                            
                        ","
電話  07-5545-513
                    
                        地址  高雄市鼓山區美術東四路430號
                    
                        瀏覽  880
                        
"
"    
                            印象之旅大廈管理委員會
                            
                        ","
電話  07-5614-133
                    
                        地址  高雄市鼓山區厚德路168號
                    
                        瀏覽  435
                        
"
"    
                            博觀Ｃ棟管理委員會
                            
                        ","
電話  07-3959-206
                    
                        地址  高雄市三民區教仁路6巷2號
                    
                        瀏覽  196
                        
"
"    
                            博觀Ａ棟管理委員會
                            
                        ","
電話  07-3863-891
                    
                        地址  高雄市三民區教仁路83巷31號
                    
                        瀏覽  214
                        
"
"    
                            博覽家大廈管理委員會
                            
                        ","
電話  07-5543-732
                    
                        地址  高雄市鼓山區博愛二路343號
                    
                        瀏覽  308
                        
"
"    
                            博源家堡大廈管理委員會
                            
                        ","
電話  07-3465-027
                    
                        地址  高雄市左營區重政路
                    
                        瀏覽  183
                        
"
"    
                            博源大街二期大樓管理委員會
                            
                        ","
電話  07-3450-180
                    
                        地址  高雄市左營區重立路584號
                    
                        瀏覽  289
                        
"
"    
                            博源大街一期大樓管理委員會
                            
                        ","
電話  07-3463-514
                    
                        地址  高雄市左營區重政路60號
                    
                        瀏覽  190
                        
"
"    
                            博愛陽光大廈管理委員會
                            
                        ","
電話  07-3226-958
                    
                        地址  高雄市三民區北平二街5巷23號之1
                    
                        瀏覽  431
                        
"
"    
                            博愛鎮Ａ座管理委員會
                            
                        ","
電話  07-3460-346
                    
                        地址  高雄市左營區子華路128號
                    
                        瀏覽  170
                        
"
"    
                            博愛觀邸大樓管理委員會
                            
                        ","
電話  07-5567-680
                    
                        地址  高雄市左營區富國路353巷11號
                    
                        瀏覽  142
                        
"
"    
                            博愛觀邸大樓管理委員會
                            
                        ","
電話  07-3455-651
                    
                        地址  高雄市左營區新庄仔路73巷6號
                    
                        瀏覽  433
                        
"
"    
                            博愛蘭園住戶管理委員會
                            
                        ","
電話  07-5591-332
                    
                        地址  高雄市左營區富民路213號
                    
                        瀏覽  413
                        
"
"    
                            博愛藝術家大樓管理委員會
                            
                        ","
電話  07-5541-017
                    
                        地址  高雄市鼓山區文忠路82號
                    
                        瀏覽  290
                        
"
"    
                            博愛薌廈管理委員會
                            
                        ","
電話  07-5562-363
                    
                        地址  高雄市左營區光興街17號
                    
                        瀏覽  228
                        
"
"    
                            博愛旭城管理委員會
                            
                        ","
電話  07-3450-750
                    
                        地址  高雄市左營區孟子路377號
                    
                        瀏覽  107
                        
"
"    
                            博愛旭城大廈管理委員會
                            
                        ","
電話  07-3455-453
                    
                        地址  高雄市左營區孟子路377號5樓之3
                    
                        瀏覽  217
                        
"
"    
                            博愛尊爵大樓
                            
                        ","
電話  07-3455-437
                    
                        地址  高雄市左營區重和路1號
                    
                        瀏覽  228
                        
"
"    
                            博愛富豪金鑽管理委員會
                            
                        ","
電話  07-5575-228
                    
                        地址  高雄市左營區辛亥路294巷7號5樓
                    
                        瀏覽  409
                        
"
"    
                            博愛天下大廈管理委員會
                            
                        ","
電話  07-5571-710
                    
                        地址  高雄市左營區博愛二路106號
                    
                        瀏覽  278
                        
"
"    
                            博愛大道博愛區大搡瑊z委員會
                            
                        ","
電話  07-3411-443
                    
                        地址  高雄市左營區博愛四路236號
                    
                        瀏覽  137
                        
"
"    
                            博愛大道公園區大樓管理委員會
                            
                        ","
電話  07-3480-825
                    
                        地址  高雄市左營區文慈路291號之1
                    
                        瀏覽  180
                        
"
"    
                            博愛大廈管理委員會
                            
                        ","
電話  07-5573-869
                    
                        地址  高雄市左營區博愛二路420號
                    
                        瀏覽  589
                        
"
"    
                            博愛商務大樓管理委員會主委
                            
                        ","
電話  07-5548-210
                    
                        地址  高雄市鼓山區大順一路439號12樓
                    
                        瀏覽  399
                        
"
"    
                            博愛佳人管理委員會
                            
                        ","
電話  07-5557-513
                    
                        地址  高雄市鼓山區博愛二路347號
                    
                        瀏覽  356
                        
"
"    
                            南洋之星大廈管理委員會
                            
                        ","
電話  07-5557-205
                    
                        地址  高雄市鼓山區大順一路860號管理室
                    
                        瀏覽  1094
                        
"
"    
                            南榮中正大廈管理委員會
                            
                        ","
電話  07-2872-614
                    
                        地址  高雄市前金區中正四路148號
                    
                        瀏覽  170
                        
"
"    
                            南和興產同盟大廈管理委員會
                            
                        ","
電話  07-3236-574
                    
                        地址  高雄市三民區同盟一路365號
                    
                        瀏覽  481
                        
"
"    
                            南光大樓住戶管理委員會
                            
                        ","
電話  07-2812-661
                    
                        地址  高雄市前金區自強二路104號1樓
                    
                        瀏覽  206
                        
"
"    
                            協和新村D區社區管理委員會
                            
                        ","
電話  07-7435-053
                    
                        地址  高雄市鳳山區自治街65巷2號
                    
                        瀏覽  646
                        
"
"    
                            協和公寓大廈管理維護股份有限公司
                            
                        ","
電話  07-2516-227
                    
                        地址  高雄市前金區河東路304號4樓
                    
                        瀏覽  156
                        
"
